"","Hylocereus_polyrhizus_SRR11190798__NC_011659","Hylocereus_polyrhizus_SRR11190801__NC_011659","Hylocereus_polyrhizus_SRR11190802__NC_011659","Hylocereus_undatus_SRR11603187__NC_011659","Hylocereus_undatus_SRR11603184__NC_011659","Hylocereus_undatus_SRR11603189__NC_011659","Hylocereus_undatus_SRR11603183__NC_011659","AY366207","KP090203","KU854929","KY348771","KT717325","KU159093","LC107517","Hylocereus_undatus_SRR11603191__NC_024458","Hylocereus_undatus_SRR11603186__NC_024458","Hylocereus_undatus_SRR11603190__NC_024458","Hylocereus_polyrhizus_SRR11190802__NC_024458","Hylocereus_undatus_SRR11190800__NC_024458","Hylocereus_undatus_SRR11603189__NC_024458","Hylocereus_polyrhizus_SRR11190796__NC_024458","Hylocereus_undatus_SRR11603187__NC_024458","Hylocereus_undatus_SRR11190791__NC_024458","Hylocereus_polyrhizus_SRR11190798__NC_024458","Hylocereus_polyrhizus_SRR11190801__NC_024458","Hylocereus_polyrhizus_SRR11190797__NC_024458","Hylocereus_undatus_SRR11190799__NC_024458","Hylocereus_undatus_SRR11603184__NC_024458","Hylocereus_polyrhizus_SRR11190795__NC_024458","Hylocereus_undatus_SRR11190793__NC_024458","Hylocereus_undatus_SRR11603183__NC_024458","Hylocereus_undatus_SRR11603182__NC_024458","JF930327","CYMRNA","KX883791","AY863024","GQ179647","GQ179646","FJ822136","MH423501","LC107515","AY800279","LC155795","KU697313","KM288843","KM288847","KM365479","KM288846","KM288842","KM288844","KM288845","AF308158","LC128411","Schlumbergera_truncata_15H04__cons","Schlumbergera_truncata_15H06__cons","Schlumbergera_truncata_15H03__cons","Hylocereus_undatus_SRR11603186__NC_006059","Hylocereus_undatus_SRR11603186__NC_002815","Hylocereus_undatus_SRR11603182__NC_002815","Hylocereus_undatus_SRR11190791__NC_002815","Hylocereus_undatus_SRR11190800__NC_002815","Hylocereus_undatus_SRR11190799__NC_002815","Hylocereus_polyrhizus_SRR11190795__NC_002815","Hylocereus_polyrhizus_SRR11190798__NC_002815","Hylocereus_polyrhizus_SRR11190796__NC_002815","Hylocereus_polyrhizus_SRR11190797__NC_002815","Hylocereus_undatus_SRR11603191__NC_002815","Hylocereus_undatus_SRR11190793__NC_002815","Hylocereus_polyrhizus_SRR11190802__NC_002815","Hylocereus_polyrhizus_SRR11190801__NC_002815","Hylocereus_undatus_SRR11603190__NC_002815","Hylocereus_undatus_SRR11603189__NC_006059","Hylocereus_undatus_SRR11603187__NC_006059","Hylocereus_undatus_SRR11603190__NC_006059","Hylocereus_undatus_SRR11603191__NC_006059","Hylocereus_undatus_SRR11603187__NC_002815","Hylocereus_undatus_SRR11603184__NC_002815","Hylocereus_undatus_SRR11603183__NC_002815","Hylocereus_undatus_SRR11603189__NC_002815","Schlumbergera_truncata_19JSF_sty__NC_002815","Hylocereus_undatus_SRR11190792__NC_002815","Hylocereus_polyrhizus_SRR11190796__NC_006059","Hylocereus_polyrhizus_SRR11190798__NC_006059","Hylocereus_polyrhizus_SRR11190801__NC_006059","Hylocereus_polyrhizus_SRR11190802__NC_006059","Hylocereus_polyrhizus_SRR11190797__NC_006059","JF937699","AY366208","JF930326","MG210801","AY366209","KU854931","JX524226","MF978248","KX196173"
"Hylocereus_polyrhizus_SRR11190798__NC_011659",0,0,0.00792864222001982,0,0,0,0,0.0089197224975223,0.00495540138751239,0.0535183349851338,0.296333002973241,0.437066402378593,0.4400396432111,0.429137760158573,0.206144697720515,0.206144697720515,0.206144697720515,0.20416253716551,0.206144697720515,0.206144697720515,0.202180376610505,0.206144697720515,0.206144697720515,0.20416253716551,0.20416253716551,0.202180376610505,0.206144697720515,0.20416253716551,0.205153617443013,0.206144697720515,0.20416253716551,0.20416253716551,0.20416253716551,0.433102081268583,0.219028741328048,0.43211100099108,0.42814667988107,0.430128840436075,0.426164519326065,0.43607532210109,0.433102081268583,0.445986124876115,0.431119920713578,0.441030723488603,0.230921704658077,0.219028741328048,0.218037661050545,0.222993062438057,0.229930624380575,0.22794846382557,0.230921704658077,0.22398414271556,0.217046580773043,0.21605550049554,0.217046580773043,0.215064420218038,0.226957383548067,0.217046580773043,0.21605550049554,0.217046580773043,0.217046580773043,0.217046580773043,0.214073339940535,0.21605550049554,0.21605550049554,0.21605550049554,0.217046580773043,0.215064420218038,0.21605550049554,0.21605550049554,0.217046580773043,0.226957383548067,0.226957383548067,0.226957383548067,0.226957383548067,0.217046580773043,0.21605550049554,0.21605550049554,0.217046580773043,0.214073339940535,0.21605550049554,0.229930624380575,0.230921704658077,0.230921704658077,0.226957383548067,0.229930624380575,0.218037661050545,0.234886025768087,0.229930624380575,0.206144697720515,0.289395441030724,0.296333002973241,0.442021803766105,0.443012884043608,0.446977205153617
"Hylocereus_polyrhizus_SRR11190801__NC_011659",0,0,0.00792864222001982,0,0,0,0,0.0089197224975223,0.00495540138751239,0.0535183349851338,0.296333002973241,0.437066402378593,0.4400396432111,0.429137760158573,0.206144697720515,0.206144697720515,0.206144697720515,0.20416253716551,0.206144697720515,0.206144697720515,0.202180376610505,0.206144697720515,0.206144697720515,0.20416253716551,0.20416253716551,0.202180376610505,0.206144697720515,0.20416253716551,0.205153617443013,0.206144697720515,0.20416253716551,0.20416253716551,0.20416253716551,0.433102081268583,0.219028741328048,0.43211100099108,0.42814667988107,0.430128840436075,0.426164519326065,0.43607532210109,0.433102081268583,0.445986124876115,0.431119920713578,0.441030723488603,0.230921704658077,0.219028741328048,0.218037661050545,0.222993062438057,0.229930624380575,0.22794846382557,0.230921704658077,0.22398414271556,0.217046580773043,0.21605550049554,0.217046580773043,0.215064420218038,0.226957383548067,0.217046580773043,0.21605550049554,0.217046580773043,0.217046580773043,0.217046580773043,0.214073339940535,0.21605550049554,0.21605550049554,0.21605550049554,0.217046580773043,0.215064420218038,0.21605550049554,0.21605550049554,0.217046580773043,0.226957383548067,0.226957383548067,0.226957383548067,0.226957383548067,0.217046580773043,0.21605550049554,0.21605550049554,0.217046580773043,0.214073339940535,0.21605550049554,0.229930624380575,0.230921704658077,0.230921704658077,0.226957383548067,0.229930624380575,0.218037661050545,0.234886025768087,0.229930624380575,0.206144697720515,0.289395441030724,0.296333002973241,0.442021803766105,0.443012884043608,0.446977205153617
"Hylocereus_polyrhizus_SRR11190802__NC_011659",0.00792864222001982,0.00792864222001982,0,0.00792864222001982,0.00792864222001982,0.00792864222001982,0.00792864222001982,0.0128840436075322,0.0128840436075322,0.0545094152626363,0.298315163528246,0.438057482656095,0.441030723488603,0.42814667988107,0.207135777998018,0.207135777998018,0.207135777998018,0.207135777998018,0.209117938553023,0.207135777998018,0.205153617443013,0.207135777998018,0.209117938553023,0.207135777998018,0.207135777998018,0.205153617443013,0.209117938553023,0.207135777998018,0.20812685827552,0.209117938553023,0.207135777998018,0.207135777998018,0.207135777998018,0.433102081268583,0.222001982160555,0.43211100099108,0.430128840436075,0.43211100099108,0.42814667988107,0.438057482656095,0.434093161546085,0.446977205153617,0.435084241823588,0.44400396432111,0.230921704658077,0.222001982160555,0.218037661050545,0.225966303270565,0.229930624380575,0.22794846382557,0.232903865213082,0.22398414271556,0.217046580773043,0.21605550049554,0.217046580773043,0.215064420218038,0.226957383548067,0.217046580773043,0.21605550049554,0.217046580773043,0.217046580773043,0.217046580773043,0.214073339940535,0.21605550049554,0.21605550049554,0.21605550049554,0.217046580773043,0.215064420218038,0.21605550049554,0.21605550049554,0.217046580773043,0.226957383548067,0.226957383548067,0.226957383548067,0.226957383548067,0.217046580773043,0.21605550049554,0.21605550049554,0.217046580773043,0.214073339940535,0.21605550049554,0.229930624380575,0.228939544103072,0.228939544103072,0.226957383548067,0.229930624380575,0.221010901883053,0.234886025768087,0.229930624380575,0.210109018830525,0.291377601585728,0.298315163528246,0.441030723488603,0.444995044598612,0.444995044598612
"Hylocereus_undatus_SRR11603187__NC_011659",0,0,0.00792864222001982,0,0,0,0,0.0089197224975223,0.00495540138751239,0.0535183349851338,0.296333002973241,0.437066402378593,0.4400396432111,0.429137760158573,0.206144697720515,0.206144697720515,0.206144697720515,0.20416253716551,0.206144697720515,0.206144697720515,0.202180376610505,0.206144697720515,0.206144697720515,0.20416253716551,0.20416253716551,0.202180376610505,0.206144697720515,0.20416253716551,0.205153617443013,0.206144697720515,0.20416253716551,0.20416253716551,0.20416253716551,0.433102081268583,0.219028741328048,0.43211100099108,0.42814667988107,0.430128840436075,0.426164519326065,0.43607532210109,0.433102081268583,0.445986124876115,0.431119920713578,0.441030723488603,0.230921704658077,0.219028741328048,0.218037661050545,0.222993062438057,0.229930624380575,0.22794846382557,0.230921704658077,0.22398414271556,0.217046580773043,0.21605550049554,0.217046580773043,0.215064420218038,0.226957383548067,0.217046580773043,0.21605550049554,0.217046580773043,0.217046580773043,0.217046580773043,0.214073339940535,0.21605550049554,0.21605550049554,0.21605550049554,0.217046580773043,0.215064420218038,0.21605550049554,0.21605550049554,0.217046580773043,0.226957383548067,0.226957383548067,0.226957383548067,0.226957383548067,0.217046580773043,0.21605550049554,0.21605550049554,0.217046580773043,0.214073339940535,0.21605550049554,0.229930624380575,0.230921704658077,0.230921704658077,0.226957383548067,0.229930624380575,0.218037661050545,0.234886025768087,0.229930624380575,0.206144697720515,0.289395441030724,0.296333002973241,0.442021803766105,0.443012884043608,0.446977205153617
"Hylocereus_undatus_SRR11603184__NC_011659",0,0,0.00792864222001982,0,0,0,0,0.0089197224975223,0.00495540138751239,0.0535183349851338,0.296333002973241,0.437066402378593,0.4400396432111,0.429137760158573,0.206144697720515,0.206144697720515,0.206144697720515,0.20416253716551,0.206144697720515,0.206144697720515,0.202180376610505,0.206144697720515,0.206144697720515,0.20416253716551,0.20416253716551,0.202180376610505,0.206144697720515,0.20416253716551,0.205153617443013,0.206144697720515,0.20416253716551,0.20416253716551,0.20416253716551,0.433102081268583,0.219028741328048,0.43211100099108,0.42814667988107,0.430128840436075,0.426164519326065,0.43607532210109,0.433102081268583,0.445986124876115,0.431119920713578,0.441030723488603,0.230921704658077,0.219028741328048,0.218037661050545,0.222993062438057,0.229930624380575,0.22794846382557,0.230921704658077,0.22398414271556,0.217046580773043,0.21605550049554,0.217046580773043,0.215064420218038,0.226957383548067,0.217046580773043,0.21605550049554,0.217046580773043,0.217046580773043,0.217046580773043,0.214073339940535,0.21605550049554,0.21605550049554,0.21605550049554,0.217046580773043,0.215064420218038,0.21605550049554,0.21605550049554,0.217046580773043,0.226957383548067,0.226957383548067,0.226957383548067,0.226957383548067,0.217046580773043,0.21605550049554,0.21605550049554,0.217046580773043,0.214073339940535,0.21605550049554,0.229930624380575,0.230921704658077,0.230921704658077,0.226957383548067,0.229930624380575,0.218037661050545,0.234886025768087,0.229930624380575,0.206144697720515,0.289395441030724,0.296333002973241,0.442021803766105,0.443012884043608,0.446977205153617
"Hylocereus_undatus_SRR11603189__NC_011659",0,0,0.00792864222001982,0,0,0,0,0.0089197224975223,0.00495540138751239,0.0535183349851338,0.296333002973241,0.437066402378593,0.4400396432111,0.429137760158573,0.206144697720515,0.206144697720515,0.206144697720515,0.20416253716551,0.206144697720515,0.206144697720515,0.202180376610505,0.206144697720515,0.206144697720515,0.20416253716551,0.20416253716551,0.202180376610505,0.206144697720515,0.20416253716551,0.205153617443013,0.206144697720515,0.20416253716551,0.20416253716551,0.20416253716551,0.433102081268583,0.219028741328048,0.43211100099108,0.42814667988107,0.430128840436075,0.426164519326065,0.43607532210109,0.433102081268583,0.445986124876115,0.431119920713578,0.441030723488603,0.230921704658077,0.219028741328048,0.218037661050545,0.222993062438057,0.229930624380575,0.22794846382557,0.230921704658077,0.22398414271556,0.217046580773043,0.21605550049554,0.217046580773043,0.215064420218038,0.226957383548067,0.217046580773043,0.21605550049554,0.217046580773043,0.217046580773043,0.217046580773043,0.214073339940535,0.21605550049554,0.21605550049554,0.21605550049554,0.217046580773043,0.215064420218038,0.21605550049554,0.21605550049554,0.217046580773043,0.226957383548067,0.226957383548067,0.226957383548067,0.226957383548067,0.217046580773043,0.21605550049554,0.21605550049554,0.217046580773043,0.214073339940535,0.21605550049554,0.229930624380575,0.230921704658077,0.230921704658077,0.226957383548067,0.229930624380575,0.218037661050545,0.234886025768087,0.229930624380575,0.206144697720515,0.289395441030724,0.296333002973241,0.442021803766105,0.443012884043608,0.446977205153617
"Hylocereus_undatus_SRR11603183__NC_011659",0,0,0.00792864222001982,0,0,0,0,0.0089197224975223,0.00495540138751239,0.0535183349851338,0.296333002973241,0.437066402378593,0.4400396432111,0.429137760158573,0.206144697720515,0.206144697720515,0.206144697720515,0.20416253716551,0.206144697720515,0.206144697720515,0.202180376610505,0.206144697720515,0.206144697720515,0.20416253716551,0.20416253716551,0.202180376610505,0.206144697720515,0.20416253716551,0.205153617443013,0.206144697720515,0.20416253716551,0.20416253716551,0.20416253716551,0.433102081268583,0.219028741328048,0.43211100099108,0.42814667988107,0.430128840436075,0.426164519326065,0.43607532210109,0.433102081268583,0.445986124876115,0.431119920713578,0.441030723488603,0.230921704658077,0.219028741328048,0.218037661050545,0.222993062438057,0.229930624380575,0.22794846382557,0.230921704658077,0.22398414271556,0.217046580773043,0.21605550049554,0.217046580773043,0.215064420218038,0.226957383548067,0.217046580773043,0.21605550049554,0.217046580773043,0.217046580773043,0.217046580773043,0.214073339940535,0.21605550049554,0.21605550049554,0.21605550049554,0.217046580773043,0.215064420218038,0.21605550049554,0.21605550049554,0.217046580773043,0.226957383548067,0.226957383548067,0.226957383548067,0.226957383548067,0.217046580773043,0.21605550049554,0.21605550049554,0.217046580773043,0.214073339940535,0.21605550049554,0.229930624380575,0.230921704658077,0.230921704658077,0.226957383548067,0.229930624380575,0.218037661050545,0.234886025768087,0.229930624380575,0.206144697720515,0.289395441030724,0.296333002973241,0.442021803766105,0.443012884043608,0.446977205153617
"AY366207",0.0089197224975223,0.0089197224975223,0.0128840436075322,0.0089197224975223,0.0089197224975223,0.0089197224975223,0.0089197224975223,0,0.00991080277502478,0.0545094152626363,0.301288404360753,0.439048562933598,0.442021803766105,0.435084241823588,0.213082259663033,0.213082259663033,0.213082259663033,0.211100099108028,0.213082259663033,0.213082259663033,0.209117938553023,0.213082259663033,0.213082259663033,0.211100099108028,0.211100099108028,0.209117938553023,0.213082259663033,0.211100099108028,0.21209117938553,0.213082259663033,0.211100099108028,0.211100099108028,0.211100099108028,0.437066402378593,0.222001982160555,0.435084241823588,0.431119920713578,0.433102081268583,0.42814667988107,0.439048562933598,0.431119920713578,0.44796828543112,0.433102081268583,0.442021803766105,0.233894945490585,0.222001982160555,0.221010901883053,0.225966303270565,0.232903865213082,0.230921704658077,0.233894945490585,0.22794846382557,0.22001982160555,0.219028741328048,0.22001982160555,0.218037661050545,0.229930624380575,0.22001982160555,0.219028741328048,0.22001982160555,0.22001982160555,0.22001982160555,0.217046580773043,0.219028741328048,0.219028741328048,0.219028741328048,0.22001982160555,0.218037661050545,0.219028741328048,0.219028741328048,0.22001982160555,0.229930624380575,0.229930624380575,0.229930624380575,0.229930624380575,0.22001982160555,0.219028741328048,0.219028741328048,0.22001982160555,0.217046580773043,0.219028741328048,0.232903865213082,0.233894945490585,0.233894945490585,0.229930624380575,0.232903865213082,0.221010901883053,0.237859266600595,0.232903865213082,0.213082259663033,0.294350842418236,0.301288404360753,0.441030723488603,0.443012884043608,0.44400396432111
"KP090203",0.00495540138751239,0.00495540138751239,0.0128840436075322,0.00495540138751239,0.00495540138751239,0.00495540138751239,0.00495540138751239,0.00991080277502478,0,0.0545094152626363,0.296333002973241,0.438057482656095,0.441030723488603,0.43211100099108,0.211100099108028,0.211100099108028,0.211100099108028,0.209117938553023,0.211100099108028,0.211100099108028,0.207135777998018,0.211100099108028,0.211100099108028,0.209117938553023,0.209117938553023,0.207135777998018,0.211100099108028,0.209117938553023,0.210109018830525,0.211100099108028,0.209117938553023,0.209117938553023,0.209117938553023,0.438057482656095,0.222001982160555,0.431119920713578,0.427155599603568,0.429137760158573,0.42418235877106,0.435084241823588,0.433102081268583,0.446977205153617,0.43211100099108,0.442021803766105,0.234886025768087,0.222001982160555,0.22001982160555,0.22398414271556,0.233894945490585,0.23191278493558,0.232903865213082,0.226957383548067,0.219028741328048,0.218037661050545,0.219028741328048,0.217046580773043,0.230921704658077,0.219028741328048,0.218037661050545,0.219028741328048,0.219028741328048,0.219028741328048,0.21605550049554,0.218037661050545,0.218037661050545,0.218037661050545,0.219028741328048,0.217046580773043,0.218037661050545,0.218037661050545,0.219028741328048,0.230921704658077,0.230921704658077,0.230921704658077,0.230921704658077,0.219028741328048,0.218037661050545,0.218037661050545,0.219028741328048,0.21605550049554,0.218037661050545,0.233894945490585,0.234886025768087,0.234886025768087,0.230921704658077,0.233894945490585,0.221010901883053,0.238850346878097,0.233894945490585,0.211100099108028,0.289395441030724,0.296333002973241,0.443012884043608,0.443012884043608,0.445986124876115
"KU854929",0.0535183349851338,0.0535183349851338,0.0545094152626363,0.0535183349851338,0.0535183349851338,0.0535183349851338,0.0535183349851338,0.0545094152626363,0.0545094152626363,0,0.298315163528246,0.430128840436075,0.435084241823588,0.434093161546085,0.221010901883053,0.221010901883053,0.221010901883053,0.219028741328048,0.219028741328048,0.221010901883053,0.221010901883053,0.221010901883053,0.219028741328048,0.219028741328048,0.219028741328048,0.221010901883053,0.219028741328048,0.219028741328048,0.22001982160555,0.221010901883053,0.219028741328048,0.219028741328048,0.22001982160555,0.443012884043608,0.217046580773043,0.420218037661051,0.425173439048563,0.426164519326065,0.426164519326065,0.435084241823588,0.42418235877106,0.442021803766105,0.431119920713578,0.43607532210109,0.229930624380575,0.218037661050545,0.221010901883053,0.221010901883053,0.228939544103072,0.228939544103072,0.233894945490585,0.22794846382557,0.218037661050545,0.219028741328048,0.22001982160555,0.218037661050545,0.23191278493558,0.218037661050545,0.219028741328048,0.22001982160555,0.22001982160555,0.22001982160555,0.217046580773043,0.219028741328048,0.219028741328048,0.219028741328048,0.218037661050545,0.218037661050545,0.219028741328048,0.219028741328048,0.218037661050545,0.23191278493558,0.23191278493558,0.23191278493558,0.23191278493558,0.218037661050545,0.219028741328048,0.219028741328048,0.218037661050545,0.217046580773043,0.219028741328048,0.230921704658077,0.233894945490585,0.233894945490585,0.228939544103072,0.230921704658077,0.21605550049554,0.233894945490585,0.228939544103072,0.221010901883053,0.292368681863231,0.298315163528246,0.44400396432111,0.42814667988107,0.44400396432111
